original	translation	z_mean	pred_zscore
This was not sufficient to convert plagioclase to albite.	Dies reichte nicht aus, um Plagioklase in Albit umzuwandeln.	0.45260182	-0.06690568076205379
Several of the North Koreans had crushed skulls from rifle butt blows.	Mehrere Nordkoreaner hatten Schädel aus Gewehrkolben geschlagen.	-0.35945854	-0.19543200075669467
Gaius Julius C. f. C. n. Iulus, consul in 447 and 435 BC.	Gaius Julius C. f. C. n. Iulus, Konsul 447 und 435 v. Chr.	0.2754469	-0.043559049037610986
4 Curricle Ladders in 1898, the brigade plant consisted of 2 large ladders and 4 small ladders.	4 Curricle Leitern im Jahre 1898, bestand das Brigadewerk aus 2 großen Leitern und 4 kleinen Leitern.	-0.6616852	-0.492313661805793
Like Mirk, Audelay seems very aware of the distinction between internal criticism, however tenchant, and heretical dissent.	Wie Mirk scheint Auverzögerung sich der Unterscheidung zwischen interner Kritik, wie angespannt sie auch sein mag, und ketzerischem Widerspruch sehr bewusst zu sein.	-0.6417951	-0.2955182548431621
It served as venues for 2004 Pekan Olahraga Nasional.	Es diente als Veranstaltungsort für 2004 Pekan Olahraga Nasional.	0.4332278	-0.05173977619787603
Paulus himself also doubted the feasibility of such a breakout.	Paulus selbst zweifelte auch an der Machbarkeit eines solchen Ausbruchs.	0.50459075	-0.03956710404313201
The ridges and valleys formed when the exposed clay eroded faster than the exposed chalk, greensand, or sandstone.	Die Grate und Täler bildeten sich, als der exponierte Ton schneller erodierte als die exponierte Kreide, Grünland oder Sandstein.	0.20481129	-0.18008451208614507
Mr Tommasini sought to judge her narrowly, within the facile intellectual confines of mere technical pedantry.	Herr Tommasini wollte sie im Rahmen der einfachen intellektuellen Grenzen der rein technischen Pedanterie eng beurteilen.	0.51852274	-0.22443824590853564
It includes SRUS, rectal prolapse, proctitis cystica profunda, and inflammatory polyps.	Es umfasst SRUS, rektale Prolapse, proctitis cystica profunda, und entzündliche Polypen.	0.07014256	-0.08773737261324635
;Extraverting Initiating Expressive Gregarious Active Enthusiastic	; Extraverting Initiating Expressive Gregkomisch Aktiv Enthusiasmus	-1.516003	-0.8370329293421325
Citizen Kafka, 61, American broadcaster and musician.	Bürger Kafka, 61, amerikanischer Sender und Musiker.	0.58184206	-0.06098967057645859
Starter Luke Weaver and reliever John Brebbia were optioned.	Starter Luke Weaver und Reliefs John Brebbia wurden gewählt.	-0.5352021	-0.4459842929060766
ROK troops, following behind a rolling barrage of naval gunfire, enveloped Ch'ongjin on 25 November.	ROK Truppen, die hinter einer rollenden Flut von Marinebeschuss, umhüllt Ch 'ongjin am 25. November.	-1.2965324	-0.3837681305398862
1 Armoured Car Company RAF, Iraq Levies and locally raised Iraqi troops, the RAF Iraq Levies.	1 Panzerwagen Firma RAF, Irak Abgaben und lokal erhobene irakische Truppen, die RAF Irak Abgaben.	-0.905197	-0.6598907333803407
In particular, Tyson was bowling with a strong tailwind and a slips cordon standing around 40 yards behind the bat.	Insbesondere war Tyson Bowling mit einem starken Rückenwind und einem rutscht Akku stehen rund 40 Meter hinter der Fledermaus.	-1.5845112	-0.716356490265947
Outfielder Jeff Francoeur was acquired on August 31 from the Mets for infielder Arias.	Outfielder Jeff Francoeur wurde am 31. August von den Mets für Infielder Arias erworben.	-0.4264127	-0.15748491737531609
Jonas Gray broke out, running all over the Colts for 201 yards and 4 touchdowns on 37 carries.	Jonas Gray brach aus und lief 201 Meter über die Colts und 4 Touchdowns auf 37 Trägern.	-0.36418754	-0.37591352843466497
Smith's Command) in the Expedition and Battle of Tupelo; Also, Wanderings Through the Wilds of Missouri and Arkansas in Pursuit of Price.	Smith 's Command) in the Expedition and Battle of Tupelo; Also, Wanderings Through the Wilds of Missouri and Arkansas in Pursuit of Price.	-1.4585367	-0.5535336537644274
Tribes such as the Visigoths and Vandals preferred to simply rush their enemies in a massive horde.	Stämme wie die Westgoten und Vandalen zogen es vor, ihre Feinde einfach in eine gewaltige Horde zu stürzen.	0.38219306	-0.11640042380404447
The Apothecary sells scales, potions and potion ingredients.	Die Apotheke verkauft Schuppen, Tränke und Tränke Zutaten.	-0.46553248	-0.2690574556944419
The Shubert Theatre once premiered many major theatrical productions before their Broadway debuts.	Das Shubert Theater uraufgeführt einst viele wichtige Theaterproduktionen vor ihren Broadway Debüts.	0.08623767	-0.0675877106655865
She’s awesome, and Nick and Gabi are an interesting pairing.	Sie war großartig, und Nick und Gabi sind eine interessante Paarung.	0.30046862	-0.15940934573464505
"The Ent Treebeard describes them in The Lord of the Rings as ""mockeries of Ents, they are stupid creatures, foul mouthed and brutal""."	"Der Ent Treebeard beschreibt sie in The Lord of the Rings als ""Spott der Ents, sie sind dumme Kreaturen, fauler Mund und brutal""."	-0.43767792	-0.24384159717900714
The Padres retook the lead in the bottom of the eighth on an RBI single by Austin Hedges.	Auf einer RBI Single von Austin Hedge holten die Padres die Führung unter den Achten zurück.	-0.54255736	-0.22694955409965847
On April 12, Aaron Hill was placed on the DL with a tight hamstring.	Am 12. April wurde Aaron Hill mit einer engen Sehne auf die DL gelegt.	0.3894095	-0.22996385026543134
Mollison concurred, and they proceeded to cross the creek.	Mollison stimmte überein, und sie fuhren fort, den Bach zu überqueren.	0.6442595	-0.16446646309710136
615, with 23 Spitfires and 27 Hurricanes went into position above Kenley and Biggin Hill.	615, mit 23 Spitfire und 27 Hurricanes ging in Position über Kenley und Biggin Hill.	-0.76896656	-0.32748758944277906
Portrait of Henry Lee of Ditchley in a black jerkin over a white satin doublet decorated with a pattern of armillary spheres, 1568.	Porträt von Henry Lee von Ditchley in einem schwarzen Ruck über einem weißen Satin Doppel mit einem Muster von Armillarkugeln verziert, 1568.	-0.7161426	-0.24135716343562735
Excepting some domesticated forms, all male bovids have two or more horns, and in many species females possess horns, too.	Bis auf einige domestizierte Formen haben alle männlichen Körper zwei oder mehr Hörner, und bei vielen Arten besitzen auch Weibchen Hörner.	0.10061487	-0.14236259299666756
Tropical Storm Bopha then weakened into a tropical depression before degenerating into a remnant low on August 10.	Tropischer Sturm Bopha schwächte sich dann in eine tropische Depression ab, bevor er sich am 10. August zu einem Resttief degenerierte.	-0.0009151351	-0.178700114859166
While in Syntagma Square, he protested against human right violations.	Während er auf dem Syntagma-Platz protestierte, protestierte er gegen Menschenrechtsverletzungen.	0.11647037	-0.07289650359947421
An earthquake destroyed Tripoli, Arqa and Krak des Chevaliers in August 1157.	Ein Erdbeben zerstörte Tripolis, Arqa und Krak des Chevaliers im August 1157.	0.65515554	-0.0447262716733693
Bradman deemed Tallon more agile than Saggers and better at taking acrobatic catches.	Bradman hielt Tallon für agiler als Sagger und besser bei akrobatischen Fängen.	0.74803424	-0.14033793021062133
Heraclius, head of the rigorist faction, opposed readmission of the lapsed.	Heraklius, Chef der rigoristischen Fraktion, widersetzte sich der Rückübernahme der Erloschenen.	-0.55604047	-0.18550516082955784
Luke lashes out at Ben and physically threatens him.	Luke schlägt Ben aus und bedroht ihn körperlich.	-0.086755544	-0.15144833534308996
The rete testis connects to the epididymal head via the	Der rete Hoden verbindet sich mit dem Nebennierenkopf über die	-0.6089449	-0.19513529232688306
A bartender received a new Cadillac from a grateful patron, and a headwaiter received a $10,000 tip from tennis star Fred Perry.	Ein Barkeeper erhielt einen neuen Cadillac von einem dankbaren Mäzen, und ein Oberkellner erhielt einen $10.000 Tipp von Tennisstar Fred Perry.	-0.6689371	-0.16925992033710574
Robson then beat Lauren Davis in the quarterfinals.	Robson schlug Lauren Davis dann im Viertelfinale.	0.69246155	-0.07536568427791876
Lilyhammer premiered in Norway on 25 January 2012.	Lilyhammer wurde am 25. Januar 2012 in Norwegen uraufgeführt.	0.48863062	-0.03748106582913208
Natalie McKnight, a Dickens scholar from Boston University.	Natalie McKnight, eine Dickens-Stipendiatin der Boston University.	0.6205459	-0.021930202959445973
It ends with Hickok's assassination by Jack McCall in a saloon in Deadwood, Dakota Territory.	Es endet mit Hickoks Ermordung durch Jack McCall in einem Salon in Deadwood, Dakota Territory.	0.7733999	-0.11267468110950665
On November 24, the South Carolina legislature nullified both the Tariff of 1832 and the Tariff of 1828.	Am 24. November hob der Gesetzgeber von South Carolina sowohl den Tarif von 1832 als auch den Tarif von 1828 auf.	0.74510294	-0.07544957613506256
The Republican Caucus elected Bob Miller as Minority Leader, and Wanda Fuller as Assistant Majority Leader.	Der republikanische Caucus wählte Bob Miller zum Minderheitenführer und Wanda Fuller zum stellvertretenden Mehrheitenführer.	0.6083467	-0.126650846608736
Wasp appears in the Eternals motion comic, voiced by Kelly Sheridan.	Wasp erscheint im Eternals Motion Comic von Kelly Sheridan.	-0.44588217	-0.1078979296072885
Palpatine then reorganizes the Republic into the Galactic Empire, with himself as Emperor.	Dann organisiert Palpatine die Republik in das Galaktische Reich um, mit sich selbst als Kaiser.	-0.71155566	-0.09115914351371768
He also ordered the General Assembly to reconvene in Frankfort.	Er ordnete auch die Generalversammlung an, sich in Frankfurt wiederzuversammeln.	0.51666206	-0.10751115546071643
After kidnapping Wolverine's family Wolverine confronts him and kills him by chopping his head off.	Nach der Entführung von Wolverines Familie stellt sich Wolverine ihm gegenüber und tötet ihn, indem er ihm den Kopf abhackt.	0.667661	-0.15157471788112478
Organized insurgent, resistance groups tried to suppress the freedmen and Republicans.	Organisierte aufständische Widerstandsgruppen versuchten, die Freien und Republikaner zu unterdrücken.	0.46096876	-0.08479280474432026
Five brick pilasters divide it into three storefronts and a stairway to the upstairs offices.	Fünf Backstein-Pilaster teilen es in drei Schaufenster und eine Treppe zu den Büros im Obergeschoss.	0.19700305	-0.19327296573193326
1806 naturalisation patent for captin C. C. F. von Zepelin.	1806 Einbürgerungspatent für Captin C. C. F. von Zepelin.	0.56528	-0.018231697880863925
Germany published the first journal of nudism between 1902 and 1932.	Deutschland veröffentlichte die erste Zeitschrift des Nudismus zwischen 1902 und 1932.	0.9726297	-0.019899366313783088
In 1997, she starred as the President's advisor in Contact.	1997 spielte sie als Beraterin des Präsidenten in Kontakt.	-0.08077971	-0.12039817948992736
Lafayette, Suwannee, Columbia, Hamilton, and Union counties	Lafayette, Suwannee, Columbia, Hamilton und Union Counties	0.17387098	-0.2228555588373985
The Edward Smith Switchboard is constructed from Colonial rosewood, cedar and Tasmanian blackwood.	Das Edward Smith Switchboard ist aus kolonialem Rosenholz, Zedernholz und tasmanischem Schwarzholz gefertigt.	0.4557651	-0.13084326045664949
He wears a long, fringed, hooded robe with a cape reaching to his ankles.	Er trägt ein langes, gesäumtes Kapuzenkleid mit einem Umhang, der bis zu seinen Knöcheln reicht.	0.616084	-0.1850522900682664
The squadron disbanded at Scampton in March 1982, passing on its radar reconnaissance duties to the RAF's Nimrods.	Die Geschwader löste sich im März 1982 in Scampton auf und übergab ihre Radaraufklärungsaufgaben an die Nimrods der RAF.	0.18777144	-0.11300770636059264
After Primatech's destruction, Angela intercepts Pvt.	Nach Primatechs Zerstörung fängt Angela Pvt. ab	0.54162776	-0.16105340823373587
Afghan Defense Minister Mohammed Fahim endorsed the presidential candidacy of Hamid Karzai.	Der afghanische Verteidigungsminister Mohammed Fahim unterstützte die Kandidatur Hamid Karzais.	0.45781747	-0.05021011168579948
It usually allied with, sometimes submitted itself to, and sometimes antagonized the Shimazu clan on mainland Kyūshū.	Sie verbündete sich gewöhnlich mit, unterwarf sich manchmal dem Shimazu-Clan auf dem Festland Kyūshū und widersetzte sich ihm.	0.5937432	-0.16169839497956873
During Lindwall's sixth over, Weekes missed an attempted hook shot after hesitating.	Während Lindwalls sechsten vorbei, Wochenende verpasste einen Versuch Haken Schuss nach Zögern.	-0.31575593	-0.8447491643582983
The Eagles defeated the New England Patriots in Super Bowl LII.	Die Adler besiegten die New England Patriots in Super Bowl LII.	0.4115376	-0.124814304956891
In April 2008, Sparks suffered acute vocal cord hemorrhaging due to overusing her vocal cords.	Im April 2008 litt Sparks an akuter Stimmbandblutung, da sie ihre Stimmbänder übermäßig ausnutzte.	0.53132606	-0.13391965838680156
Stops for customs inspections greatly delayed trains and disrupted timekeeping.	Haltestellen für Zollkontrollen stark verzögerte Züge und unterbrochene Zeitmessung.	-0.35657984	-0.2284824871256497
He even claimed the RAF outnumbered their opponents in several engagements.	Er behauptete sogar, die RAF habe ihre Gegner in mehreren Engagements übertroffen.	0.40832487	-0.11454935542368974
Common painted shapes include pelike, chalice krater, belly lekythos, skyphos, hydria and oinochoe.	Gewöhnlich bemalte Formen gehören pelike, Kelch Krater, Bauch lekythos, Skyphos, Hydrien und Oinochoe.	-0.3026847	-0.326868387640051
Ezra Miller portrays Barry Allen / The Flash in the DCEU.	Ezra Miller stellt Barry Allen / The Flash in the DCEU dar.	-0.28587082	-0.06884245684061606
Perier and François Guizot, then Minister of the Interior, enforced the conservatism of the July Monarchy.	Perier und François Guizot, der damalige Innenminister, erzwangen den Konservatismus der Julimonarchie.	0.6460068	-0.0969996147110622
The windows in the transept crossings depict four archbishops.	Die Fenster in den Querschiffkreuzungen zeigen vier Erzbischöfe.	0.5470406	-0.09613273218724293
High winds in North Florida downed telegraph lines between Jacksonville and Pensacola.	Hohe Winde in North Florida verstopften Telegraphenleitungen zwischen Jacksonville und Pensacola.	-0.2877313	-0.09826779810996326
in a diner, sparking the patrons in the diner to sing along with him.	in einem Diner, Funkeln die Gönner im Diner mit ihm zu singen.	-0.6329845	-0.5951323935249442
Charley persisted as a tropical cyclone for about 24 hours longer, before dissipating near Del Rio, Texas.	Charley blieb als tropischer Wirbelsturm etwa 24 Stunden länger bestehen, bevor er sich in der Nähe von Del Rio, Texas, auflöste.	0.31486097	-0.12235020863342486
In 2004, with Salvatore Vitale testifying against him, Leisenheimer turned informant against Massino.	2004, als Salvatore Vitale gegen ihn aussagte, wandte Leisenheimer sich gegen Massino.	-0.56209856	-0.05958275692028942
Aulus Cornelius P. f. A. n. Cossus Arvina, consul in 343 and 332, and dictator in 322 BC.	Aulus Cornelius P. f. A. n. Cossus Arvina, Konsul 343 und 332, Diktator 322 v. Chr.	0.599785	-0.05083476101171868
In 1975, Biden broke from liberal orthodoxy when he took legislative action to limit desegregation busing.	1975 brach Biden von der liberalen Orthodoxie ab, als er gesetzgeberische Maßnahmen ergriff, um die Enthaltsamkeit zu begrenzen.	0.39332718	-0.1454502491414147
She transited the Panama Canal and arrived at Norfolk on 9 June.	Sie durchquerte den Panamakanal und kam am 9. Juni in Norfolk an.	0.6763026	-0.02027270323648363
A senior Communist official uncharacteristically acted friendly toward inmate Châu.	Ein hochrangiger kommunistischer Beamter handelte untypisch freundlich gegenüber Insassen Châu.	0.1532189	-0.19912905316242577
The Germans responded swiftly, torching several villages and executing 488 civilians.	Die Deutschen reagierten schnell und zündeten mehrere Dörfer an und töteten 488 Zivilisten.	0.6763026	-0.06073799500502719
The Sisters also serve in the United States in the Archdioceses of New York, Newark, Boston, Pittsburgh, and Savannah.	Die Schwestern dienen auch in den Vereinigten Staaten in den Erzdiözesen New York, Newark, Boston, Pittsburgh und Savannah.	0.470293	-0.1285672852673846
The Noun River, a tributary of the Sanaga, flows from the Centre Province, around Bafoussam, and to the Bamendjing Reservoir.	Der Noun-Fluss, ein Nebenfluss der Sanaga, fließt von der Provinz Centre, um Bafoussam herum, bis zum Stausee BGiusjing.	-0.46613306	-0.15161248737525013
This same scenario also occurred in 2001, when the Arizona Diamondbacks defeated the New York Yankees.	Dieses Szenario ereignete sich auch 2001, als die Arizona Diamondbacks die New York Yankees besiegten.	0.5580356	-0.07334174782829801
It repeated attacks off the Normandy beachhead on 10 June and on 13 June sank the destroyer Boadicea.	Es wiederholte Angriffe vor der Normandie Strandkopf am 10. Juni und am 13. Juni sank der Zerstörer Boadicea.	-0.8455399	-0.19879675424776524
The margrave Adalbert of Austria, however, successfully resisted the depredations of Cuno and the raids of the king of Hungary.	Der Markgraf Adalbert von Österreich widersetzte sich jedoch erfolgreich den Raubzügen von Cuno und den Überfällen des ungarischen Königs.	0.36566052	-0.08098062801514942
270) on 31 July flying a Henry Farman biplane of the Sopwith School of Flying at Brooklands.	270) am 31. Juli mit einem Henry Farman Doppeldecker der Sopwith School of Flying in Brooklands.	-0.36126766	-0.26869356114527265
Not fooled by the Viceroy's communiqué, some criollos met at the houses of Nicolás Rodríguez Peña and Martín Rodríguez.	In den Häusern von Nicolás Rodríguez Peña und Martín Rodríguez trafen sich einige Criollos, die vom Kommuniqué des Vizekönigs nicht getäuscht waren.	0.28934985	-0.16048577631721744
Wambach attended Our Lady of Mercy High School in Rochester from 1994 to 1998, where she lettered in soccer and basketball.	Wambach besuchte die Our Lady of Mercy High School in Rochester von 1994 bis 1998, wo sie in Fußball und Basketball schrieb.	-0.7427957	-0.15817747915701835
Barnes wrote in a confrontational manner, often lampooning and angering the authorities.	Barnes schrieb auf konfrontative Weise, klagte oft und ärgerte die Behörden.	0.6004353	-0.10212972888427999
About 3,000 out of over 60,000 Mormon pioneers came across with handcarts.	Von über 60.000 Mormon-Pionieren stießen rund 3.000 auf Handkarren.	0.5185761	-0.09646902595224362
An enzyme called plasmin inhibits clotting in the menstrual fluid.	Ein Enzym namens Plasmin hemmt die Gerinnung in der Menstruationsflüssigkeit.	0.83763903	-0.018272009552478475
VIII with 200 kW magnetron and many other improvements.	VIII mit 200 kW Magnetron und vielen weiteren Verbesserungen.	0.5569045	-0.07485724878007756
Norman suffers rib injuries when Eddie punches and shoves him during an argument.	Norman erleidet Rippenverletzungen, wenn Eddie ihn während einer Auseinandersetzung schlägt und schiebt.	-0.5491966	-0.1885209096681817
The 19th Infantry Regiment, 24th Division, meanwhile, trailed the 5th Cavalry Regiment.	Das 19. Infanterie Regiment, 24. Division, unterdessen, folgte dem 5. Kavallerie Regiment.	-0.01619415	-0.1391391119403543
The convictions of the Adoptee Business Committee resulted from such prosecution.	Die Verurteilungen des Adoptee Business Committee resultierten aus einer solchen Verfolgung.	0.24339497	-0.06296857416769912
American Romanticism embraced the individual and rebelled against the confinement of neoclassicism and religious tradition.	Die amerikanische Romantik umarmte das Individuum und rebellierte gegen die Beschränkung des Neoklassizismus und der religiösen Tradition.	0.45506683	-0.06816732713312548
Styles after he and Kurt Angle wrestled a Last Man Standing match.	Styles nachdem er und Kurt Angle einen Last Man Standing Kampf gekämpft haben.	0.10947836	-0.31566573778154544
Teamsters Boss Testifies In A Symphony of the 5th.	Teamboss bezeugt In A Symphony of the 5th.	-0.3238726	-0.6305569105006049
Beside it he placed the Fallen Astronaut statuette.	Daneben stellte er die gefallene Astronautenstatuette auf.	0.49964255	-0.07150738518572948
The larva of Zenodochium coccivorella is an internal parasite of the coccid Kermes species.	Die Larve Zenodochium coccivorella ist ein interner Parasit der Art Kermes.	0.6106874	-0.042124171429060546
His successor, Ptolemy II Philadelphus, transferred the sarcophagus to Alexandria, where it remained until at least late Antiquity.	Sein Nachfolger, Ptolemaios II. نphus, übertrug den Sarkophag nach Alexandria, wo er bis mindestens zur Spätantike blieb.	-0.2814598	-0.10022164309452448
Some reside along Cathedral Parkway and in Washington Heights.	Einige wohnen am Cathedral Parkway und in Washington Heights.	0.38388395	-0.07414253373739792
Towboats moved the dredge and sand barges around as needed.	Gegen Boote bewegten sich die Bagger- und Sandkähne nach Bedarf.	-0.38970253	-0.19247799051423725
In 1893, it sailed across the [[Atlantic Ocean]] to [[Chicago]] in The [[United States]] for the [[World's Columbian Exposition]].	"({{TNG | Die Reise}}) {{meta | Die [[USS Enterprise (NCC-1701) | USS ""Enterprise"" (NCC-1701) | USS ""Enterprise"" (NCC-1701) | USS ""Enterprise"" (NCC-1701) | USS ""Enterprise"" (NCC-1701))."	-5.752272	-0.40873412932495323
The gray wolf does not readily interbreed with coyotes.	Der graue Wolf vermischt sich nicht leicht mit Kojoten.	0.37744766	-0.08039701669727027
however, the Raiders then fell to the Broncos in the AFC Championship.	jedoch fielen die Raiders dann an die Broncos in der AFC Meisterschaft.	-1.8613435	-0.1349859202594171
As in 1936, the Church of England refused to countenance the remarriage of the divorced.	Wie 1936 weigerte sich die Kirche von England, der Wiederverheiratung der Geschiedenen ins Auge zu sehen.	0.26153588	-0.2029553934518936
They can also catalyze the dissolution of minerals.	Sie können auch die Auflösung von Mineralien katalysieren.	0.5214877	-0.03011964615681687
"One of the choristers present at her La Scala debut in I vespri siciliani recalled, ""My God!"	"Einer der Chorister bei ihrem Debüt in der Scala in I vespri siciliani erinnerte sich: ""Mein Gott!"	-0.38933155	-0.23130139879296646
The two songs showcased the contrast between Beyoncé's personality and her aggressive onstage persona, Sasha Fierce.	Die beiden Songs zeigten den Kontrast zwischen Beyoncés Persönlichkeit und ihrer aggressiven Bühnenpersönlichkeit, Sasha Fiercé.	0.48553526	-0.10238104128749864
Vick finished the season with 3,018 yards passing, 21 touchdowns and six interceptions with a passer rating of 100.2.	Vick beendete die Saison mit 3.018 Yards vorbei, 21 Touchdowns und sechs Abhörungen mit einem Passer-Rating von 100.2.	-0.59633356	-0.2955000964325249
The Act Concerning Peter's Pence and Dispensations outlawed the annual payment by landowners of one penny to the Pope.	Das Gesetz über Peters Pence und Dispensationen verbot die jährliche Zahlung eines Pfennigs an den Papst durch Gutsbesitzer.	0.2208022	-0.1110843675059019
It built a new wharf, under the superintendence of Thomas Macredie.	Es baute einen neuen Kai, unter der Aufsicht von Thomas Macredie.	0.4569735	-0.13961522546726132
Besting Grusamseus, Mihael rushes onward, to pass through and eventually reach the lair of the Demons.	Besting Grusamseus, Mihael eilt weiter, um durch und schließlich die Höhle der Dämonen zu erreichen.	-0.14732036	-0.5780751089087971
The Porte Noire may commemorate the victories of Marcus Aurelius over the Germans in 167 CE.	Die Porte Noire darf der Siege Marcus Aurelius über die Deutschen im Jahre 167 n. Chr. gedenken.	-0.09529482	-0.18146999881776235
Many of the boranes readily oxidise on contact with air, some violently.	Viele Borane oxidieren leicht bei Kontakt mit Luft, einige heftig.	0.3981638	-0.024143350047906204
In 335 BC one of the two Roman consuls besieged, seized and garrisoned Cales, the main town of the Ausoni.	335 v. Chr. belagerte, beschlagnahmte und garnisonierte einer der beiden römischen Konsuln Cales, die Hauptstadt der Ausoni.	0.13717318	-0.10950821746259415
Adjoining the pediment is a parapet with classical balusters that conceal the edge of the gable roof.	Neben dem Giebel befindet sich ein Parapet mit klassischen Balustern, die den Rand des Giebeldaches verdecken.	0.34310475	-0.18547138618577266
The Lusaka Protocol of 1994 reaffirmed the Bicesse Accords.	Das Lusaka-Protokoll von 1994 bestätigte die Bicesse-Abkommen.	0.3067886	-0.003901806542422203
This view opposes other predominant philosophical perspectives such as empiricism and positivism.	Diese Auffassung widerspricht anderen vorherrschenden philosophischen Perspektiven wie Empirismus und Positivismus.	0.41596973	-0.04844910902220518
At sunrise, a new Garde indigène unit arrived and inflicted heavy losses on the insurgents, mortally wounding Nhu.	Bei Sonnenaufgang kam eine neue Garde indigène-Einheit an, die den Aufständischen schwere Verluste zufügte und Nhu tödlich verwundete.	0.60297966	-0.12838497482458724
Woodrow Wilson School of Public and International Affairs alumni	Absolvent der Woodrow Wilson School of Public and International Affairs	-0.7239847	-0.12934119672874148
Several other brief EF0 tornadoes touched down in Dublin, Benbrook, and near Granbury, Tolar, Lampasas, and Andice.	Mehrere andere kurze EF0 Tornados landeten in Dublin, Benbrook und in der Nähe von Granbury, Tolar, Lampasas und Andice.	0.28934985	-0.16262992144525637
"The glabella forms a dome underneath which sat the ""crop"" or ""stomach""."	"Die Glabella bildet eine Kuppel, unter der die ""Ernte"" oder ""Magen"" saß."	0.22167827	-0.27467312576809805
In 1925, the military commander, Reza Khan, overthrew the Qajar dynasty.	1925 stürzte der Militärkommandeur Reza Khan die Qajar-Dynastie um.	0.6719977	-0.06221681596731962
On 16 December, they traveled to the Fu Tou Shan, possibly near Fuzhou.	Am 16. Dezember reisten sie zum Fu Tou Shan, möglicherweise in der Nähe von Fuzhou.	0.70952	-0.05071055748296033
Cut off from the plain by the ancient Aravalli Range lies the Thar Desert.	Abgeschnitten von der Ebene des antiken Aravalli Gebirges liegt die Thar Wüste.	0.58890855	-0.1043643028972921
Aside from Nazi memorabilia, Kellestine also collected Confederate memorabilia and Montreal Canadiens memorabilia.	Abgesehen von Nazi-Memorabilia, sammelte Kellestine auch Confederate Memorabilia und Montreal Canadiens Memorabilia.	-0.5423528	-0.0817022432538712
"Zero pulls away in ""Unguarded"", supportive of Jude's apparent homosexuality but not interested."	"Zero zieht weg in ""Ungehütet"", unterstützt Judes scheinbare Homosexualität, aber nicht interessiert."	-0.83421993	-0.26849599763754006
Seberang Perai, a 751 km2 hinterland on the Malay Peninsula.	Seberang Perai, ein 751 km2 großes Hinterland auf der Malaiischen Halbinsel.	0.66173697	-0.10114372718668078
Of these, a substantial contingent from the recently annexed state of Awadh mutinied en masse.	Von diesen mutierte ein erhebliches Kontingent aus dem kürzlich annektierten Staat Awadh massenhaft.	0.58667964	-0.12832178355556983
The capsid contained a single molecule of double stranded DNA of about 50 kilobases.	Die Kapsel enthielt ein einzelnes Molekül doppelter DNA von etwa 50 Kilobasen.	0.49226117	-0.05495599388993442
In the victory, he passed for 304 yards and three touchdowns.	Im Sieg überholte er 304 Meter und drei Touchdowns.	-0.36302334	-0.19853018877961137
Gen. Richardson personally dispatched the brigade of Brig.	Gen. Richardson entsandte persönlich die Brigade.	0.6219962	-0.06749473960312412
Dan reciprocated his feelings for Jess and their feelings blossomed.	Dan erwiderte seine Gefühle für Jess und ihre Gefühle blühten auf.	0.5010857	-0.13668591066327046
Mercedes confronts Doctor Browning who confesses to murdering Lynsey so that she wouldn't expose Mercedes, having overheard their argument.	Mercedes konfrontiert Doktor Browning, der gesteht, Lynsey zu töten, damit sie Mercedes nicht entlarven würde, nachdem sie ihre Argumentation gehört hatte.	-0.020733416	-0.23277549856849322
Gilda detonated 520 ft above the target fleet, with a yield of 23 kilotons.	Gilda zündete 520 ft über der Zielflotte mit einem Ertrag von 23 Kilotonnen.	-0.28784573	-0.10241517909949654
", remarked by critic Maureen Corrigan and echoed by Wendy Lesser.	, kommentiert von der Kritik Maureen Corrigan und hallte von Wendy Lesser."	[1, 1, 1, 100, 88, 78]	-0.3728166	-0.4303114055169086
In 2015, the Buccaneers debuted their Color Rush uniform featuring red jerseys and red pants, with pewter numerals.	2015 debütierten die Buccaneers ihre Color Rush Uniform mit roten Trikots und roten Hosen, mit Zinnziffern.	0.33041304	-0.1341342908005331
The families Leptotyphlopidae and Typhlopidae also possess remnants of the pelvic girdle, appearing as horny projections when visible.	Die Familien Leptotyphlopidae und Typhlopidae besitzen auch Reste des Beckengürtels, die sichtbar als geilen Projektionen erscheinen.	-0.35927284	-0.22454647003593325
He threw for his 500th touchdown and 70,000th yard against the New York Jets.	Er warf für seinen 500. Touchdown und 70.000. Yard gegen die New York Jets.	0.5220424	-0.21141430746312034
Counterweight lift lines typically connect to the tops of arbors with shackles.	Gegengewicht Hubleitungen verbinden sich in der Regel mit den Spitzen der Häfen mit Fesseln.	-0.22765854	-0.33593815058511267
Passing a worthless cheque, merited one year probation and restitution.	Übergeben eines wertlosen Scheck, verdient ein Jahr Bewährung und Restitution.	0.08445156	-0.3666345805990629
The East India Company launched four offensives against the Chakmas in 1770, 1780, 1782 and 1785.	Die East India Company startete in den Jahren 1770, 1780, 1782 und 1785 vier Offensiven gegen die Chakmas.	0.37230933	-0.03288953011541322
They and General Havoc attacked the Phantom Ranger's homeworld.	Sie und General Havoc griffen die Heimatwelt des Phantom Ranger an.	0.41545403	-0.11126014092086986
Li and H. Marshner,1992 Contribution of Mycorrhizal Hyphae to Nutrient and Water Uptake of Plants.	Li und H. Marshner, 1992 Beitrag von Mycorrhizal Hyphae zur Nährstoff- und Wasseraufnahme von Pflanzen.	0.34108296	-0.10141392433696211
Hayden then chose to nominate Brendon and Ragan for eviction.	Hayden entschied sich dann, Brendon und Ragan für die Räumung zu nominieren.	0.6095282	-0.13857692754702702
